class,tweet
xeno,@CenturyLink I absolutely do not understand why I must learn to speak Hindi to set up new service. Over an hour trying to understand your rep who refused to transfer me to anyone that had a better grasp of the English language
no_xeno,I know a few people that just had to put the tweets they were about to send about the current nba champs back into their fucking drafts!!! Keep them there bc we ain’t dead
no_xeno,Love seeing school busses back on the road &amp; private school car lines.  Parents deserve to have the option to send their kids back to a school building if thats what is best for them. #schoolchoice is now the norm.
no_xeno,"And I really blame @CUBoulder for their policy that if students break the rules, they will send them home for two weeks....so you’ll just send students back to their homes all over the place and let them possibly spread the virus you’re helping them catch?"
no_xeno,"One day soon, I’m going to wake up a multimillionaire and send my job back their computer...#sameday #whattwoweeks https://t.co/XV1Or7b5uk"
no_xeno,"Who misses their favorite frosting arriving in the mail?? Don’t forget us, we’ll be back. 😭 In the meantime, send us your dollop photos so we can reminisce! @ Portland, Oregon https://t.co/6yCFC4wvXu"
no_xeno,@mdnij34 Talking to parents who are afraid to send their children back to school now stands in direct conflict of a mother driving her 17 year old with his long rifle into a major political controversy. It would be interesting to know her thoughts.
no_xeno,When schools finally reopen it's going to be because we reached certain benchmarks not because there's a bunch of lazy parents that don't want to watch their kids holding signs. Once it's safe schools will reopen and they can send their kids back. No one is denying them that.
no_xeno,WTF?  Vote and send these racist assholes back into their caves. https://t.co/GeEqvcFQE5
no_xeno,"All I’m saying is, these universities shouldn’t send these sick and at risk of COVID-19 kids back home to their families????"
xeno,@michaelbeatty3 @rickmcsmith I don't care where they came from as long as they get the hell &amp; go back to where they came froIf I had my way we'd send them back in body bags! It's  time genuine Americans begin to assert themselves &amp; take back their
no_xeno,"@EnnexTheFox @kinterdeer Ghosting recruiters does not mean turning down job offers. Recruiting firms just try to send applicants to job openings, and get a kick back from the employer if they hire their applicant. I stopped even replying to them after a h"
no_xeno,Send Nintendo switch because they make it look easy and they're not that sturdy and if you push too hard you're going to break one of the knobs off because that's what happened to my sister's kid and had been a month so Nebraska had to give their money back https://t.co/xEMQpmdF5P
no_xeno,“Sending these individuals back home in their asymptomatic state to spread the virus in their home town or among their vulnerable households could really recreate what we experienced over the June time frame in the south.”https://t.co/crkXFKYw8X
no_xeno,"Brenna and Claire from Willington starting their first day of @UConn classes online!
 
Families, teachers and students, we want to see your back to school photos! Send them to shareit@nbcconnecticut.com and you may see them on NBC Connecticut!
 
#NBBCT #CTBacktoSchool https://t.co/ZpCK4LE44Z"
no_xeno,"Brooke and Hannah have started their school year at Chester Elementary! 
 
Families, teachers and students, we want to see your back to school photos! Send them to shareit@nbcconnecticut.com and you may see them on NBC Connecticut!
 
#NBBCT #ConnectingYou #CTBacktoSchool https://t.co/hAxRJASeUu"
no_xeno,"We know that not all families feel ready to send their kids back to school for in-person learning quite yet.  Per our Roadmap, all families can choose to remain learning from home. Please reach out to your school for more information. #nolaed https://t.co/tsWHtLJSd4"
no_xeno,"@KyDems Covid 19 still taking lives why would a parent send their KID to a crowded school?I put our kids in k12.For low income families its free.Kids get all suppl- ies supplies free mailed to them. Computer, books etc.Keep the box es to send back compu- "
no_xeno,"While under Iowa state guidance hybrid learning is an option, Stutting said that 85 percent of families in the district decided to send their students back for in-person learning. 
https://t.co/lBpGnHCISE"
no_xeno,Where the whites thats tryna send folks back to Africa on their dime? The diaspora would like to know
no_xeno,"ITS YOUR FAULT DONALD LAW &amp; ORDER.SEND YOUR ZOMBIES BACK TO THEIR HOLES.WE'LL BE SENDING YOU BACK TO YOURS IN 60 DAYS. HOWEVER,YOU'LL BE IN THE BIG APPLE TOMBS..#TRUMPDEAD @realDonaldTrump @washingtonpost @nytimes @Reuters @AP @maddow @CNN @HillaryClinton @JoeBiden @KamalaHarris https://t.co/EnEQ5eULRb"
no_xeno,If your university is making you come back to campus the plan is to do so for about 20-30 days then send you all online so that the universities can make their profit off of you. How do I know? Family member is a dean 😟
xeno,@talktalkpaul Let's follow the laws there are some that need to be here because they are fleeing from their country but there are others that are here just to be a pain in the ass and get free shit send their ass back those who do it legally are More than
no_xeno,"@CristinaDragani @WSJ @ScottGottliebMD @HaraldofW I so agree with you. We should be opening our economies so the middle class, who keep our populations employed with their small, local  businesses, can get back to work and send their children to school. T"
xeno,@MediaMaven901 Youve seen nothing until you see the Chinese birthing hotels they have here. The Chinese send their women pregnant to a place like a puppy mill in America. Once born here their taken back to China until age 9 to keep Chinese culture in them
no_xeno,It’s back to school for many Monday morning - send us your pics !! We want to see your kids from their at home work stations or before they leave for school! Don’t forget to use #GoodDayDC ! We will run them all morning long ! @fox5dc #fox5dc https://t.co/CaENjcxBCc
no_xeno,@ATodero @RollingStones @thesundaytimes You need friends in London happy to share or send or you can check to see the story online. Another suggestion: go to their website and see if they sell back issues. Good luck 🥂
no_xeno,@elizabeth_joh (…And sadly our death tolls will surge yet again a few weeks after we decide we’ve had enough of even remotely trying to avoid spreading it during this second wave. Orange County is itching to send their kids back to public school now t
no_xeno,I still can’t believe parents think it’s safe to send their child back to in-person instruction. I’m so thankful to have my unique career path where my lesson students are not forced to be at risk. Mind blowing... 😞🎵
no_xeno,And red state governors like #DeathSantis are manipulating data to make their states look better so they can send kids back to school. #DeSantisKillsKids #DeSantisLies. https://t.co/7PlQH2GwD1
no_xeno,It will be nice if all trump supporters would send their children back to school. Listen to your leader Putin and 45 . They are the best do nothing shit plates! Ha Ha Ha!
xeno,"Don't start WWIII, peaceful negotiations if they annoy you just say we dont deal with terrorist, fuck it drink a Beer bang a gurl and get back to work, then think about how to buy their history book

NO REWRITING HISTORY, just send a copy to the Catholic Church and keep 5 in"
no_xeno,@mmpadellan Once the lawsuits reach SCOTUS again after they heard the appeals and sent them back to the lower courts so they can send them through the system and back to SCOTUS which will rule quickly in 1 yr because of the urgency we will have justice on
no_xeno,"If you have a few dollars to send their way, please do. Live music will come back again someday and I think it’s important that there be a place for it to take place that is inclusive and, honestly, legendary."
no_xeno,"Thank you. Now don’t give up when kids get Covid! We have a great hospital, plenty of beds, top doctors and healthcare hero’s! But you should not send infected students back to their elders if we do get pods of infections! #yougotthis 

Let’s make sure we ride it out @presjimryan https://t.co/GGllTqCaoC"
no_xeno,"@BrianMC630 @MoyerM5 Right?  I'd just let them know that I could fuck their mom willingly at anytime I chose.  If they didn't back down, I'd send their mom a plane ticket just to screw with them"
no_xeno,"Literally have like 30+ purchases from @stockx and they keep sending me damaged boxes, boxes w/ missing extra laces etc 

and all they say is that by their standards it passed authentication 

but the minute u send a box w/ slight new damage they send it back 

WTF IS THIS???????"
no_xeno,I made my Snapchat where ppl I didn’t add back can send me snaps and these dudes really just be talkin to their selves 😅🤣
no_xeno,I saw a story on the evening news about an alternative schooling solution that might be good option for some parents faced with the decision of whether or not to send their children back to school. School Pods is an… https://t.co/JfToQc5og1
no_xeno,"Just use HCQ regimen for students whose parents agree and pat them on behind and send them on their merry way to class. Well maybe not on behind, don't want no sexual charge brought. Pat them on the back!😁 https://t.co/yhGPEAWa47"
no_xeno,"180,000 people have died, people don’t know if they should send their kids back to school, many breadwinners are unemployed due to the pandemic &amp; his campaign doesn’t understand why..Buy a freaking clue! https://t.co/5Y40dpOh06"
no_xeno,Hispanic Families will send their daughters away for a higher education but then get mad when they come back home educated and not settling for their BS
no_xeno,@KamalaHarris @BarackObama @JoeBiden I hope Biden will take that ugly wall around the White House down. All that wood could build homes for people
no_xeno,@yosaidwhat @TheLeoTerrell @JoeBiden @realDonaldTrump @seanhannity @DailyCaller @PARISDENNARD @MSNBC @FoxNews @kimKBaltimore @OANN @ABC @newsmax Build the wall fund didn't send nobody to college either. Lol
no_xeno,"So my Hispanic dad is thinking about voting for trump right, we were walking to the restaurant speaking Spanish and this truck rolls by screaming “BUILD THE WALL” lmao lesson learned for him 😁"
no_xeno,@nyc8bx @SFGate This will play out as just another We Build the Wall scam.
no_xeno,"@MatTheKnicksFan must be pretty good offensively when the opposing team has to use 3-4 players to build a wall to stop you from dunking. giannis obv played hurt this game, AND his team shot horribly down the stretch whenever he did draw the defense in and"
no_xeno,"People think that computer science is the art of geniuses but the actual reality is the opposite, just many people doing things that build on eachother, like a wall of mini stones.
- Donald Knuth"
xeno,"Can we PLEASE just build the real wall now, and DELETE the horrible deplorables who hate our country??? Give them their space and build the actual wall to keep them OUT??? Pelosi and Hanx and Whoopi and all the DBs who HATE OUR COUNTRY?!??! Go straight to hell!!! Out of our 🇺🇸🙏"
no_xeno,"@rickdowd1029 Everything you are saying is wrong.

For example, Most of the wall was just replacing fence, there are only a few new miles. And Mexico never paid for it - Trump stole money from another federal agency to build the wall."
no_xeno,WTH Trump does not need the Stars &amp; Stripes publication $ to build his damn wall. https://t.co/Z58spMilFZ
no_xeno,Build the Senate Wall against Trump. #FlipTheSenate https://t.co/pOXYVCC52q
no_xeno,"@SenatorRomney @SenatorRomney -so much of our tax dollars was wasted by having states bid against each other for #PPE , stealing money from different agencies to build the “wall”, staying at Trump properties, no plan to contain covid, reckless distrib"
no_xeno,@dbongino @BJAlexandria Yeah I bet. So when he illegally took money from the military to build his wall that was from his undying love for the military?
no_xeno,"@angrylittlescot @worldbfreer @costellowv @affy304 Matt - revisit 4th grade punctuation. Also, speaking of money and donations... were you a platinum donor to the Build The Wall fund?"
no_xeno,@FoxNews Conservatives are so gullible...didn’t they learn from the “Build the Wall” scheme? Smh
no_xeno,Boy got salty n said build the wall 🤣 https://t.co/ClkuB3bdZ9
no_xeno,@Mrwailee @smithurologist @SBUrology @VMUrology @NorthwellHealth @LKavoussi @F_FirooziMD @manishvira @Dr_Kresh @KKseattle @Dr_UnaLee @AlvaroLucioni Congratulations!  I know you will be successful!  Hopefully l won’t have to build a wall at the Nassau/Su
no_xeno,@ReallyAmerican1 That's bailing out his overlords not the military He took money away from the military bases to fix things Fayetteville and others to build his wall
no_xeno,@num1sister @dfhappy @LaTriceM @julie_kelly2 Yeah... can’t deny those broken campaign promises or the outright theft of money donated by Trump’s supporters to build a wall by his former staff. 😂 Enjoy your weekend. https://t.co/zahD1pMzr9
no_xeno,"I spy our auction ad in the Wall St. Journal - Distinctive Properties East Coast today.  #realestate #auction #luxuryhomes #land #build @ Edgartown, Massachusetts https://t.co/vCvcHXnlwA"
no_xeno,When the truth comes out on Trump he always attacks the reporter and then calls it a fake story! When Trump does this we all know it’s a true report not a story! Trump has shown now weak he is towards our Military. He has stolen trillions from our VA to build his illegal Wall!
no_xeno,Hey @realDonaldTrump @potus.. didn’t you take money from the military to build your wall? I know.. probably not something you want to talk about with everything else going on in the news regarding the military right now. #Oops #PoorDecision #TruthIsComingOut
no_xeno,"Just went by a house with several Trump flags, including Build The Wall. In Vermont. Are we building one on Canadian border and no one told me?!"
no_xeno,@iLeylow @TrumpGirlNY @SFGate This will be another We Build the Wall  Scam but go on.
no_xeno,"@mountainhighma1 @RepSwalwell Mexico is paying for the wall? Ok, so Trump is returning the 1.8 billion he took from the military budget that he took to build the wall? Follow the money."
no_xeno,"@PolitiBunny @TwitchyTeam I’m amazed at the hands-off approach of the DA in Portland in regard to this guy’s dangerous life-threatening conduct for so long. I have to ask “Is this okay with the citizens of Portland?” If so, build a wall."
no_xeno,"@mountainhighma1 @RepSwalwell ""Quid pro quo"", &amp; then he took almost 2 billion dollars from the military budget to build a wall he said Mexico would build. So far he's  refurbished parts of the wall &amp; actually only built about 3 miles of new wall. "
no_xeno,"The most disgusting thing is that he pretends to love the military. He doesn’t; he took money apportioned by Congress for improvement of military facilities to build his stupid wall. Not only didn’t Mexico pay for it, he used enlisted soldiers to do the building https://t.co/Vg2sWKA8hr"
no_xeno,@realTuckFrumper Yeah the sane knuckleheads who contributed to Bannon’s private “build the wall” scam or Falwell’s Liberty University and charity scams.
no_xeno,@donwinslow In two weeks he’ll roll out the perfect national healthcare plan. And build a wall. And Mexico will pay for it. He makes it up as he goes. https://t.co/YVIQa9u57Y
no_xeno,"Everyone realizes that increasing the military budget just means military contractors are making more money, right?
Didn't they cancel building an elementary school for service members children so he could build his wall that hasn't been built? Wonder where that money went?"
no_xeno,"We all know he did do this and he’s a liar saying otherwise. That’s why he took DoD money to build the wall, remember?? He has no respect for the military period https://t.co/CWbb9RD7s7"
no_xeno,"@TexasTribune""#TrumpsLies tried to distance himself from We Build the Wall, but the founder hasn't anything good to say about their ties"" @RonaldTimothyJ2 @VP https://t.co/Mk1NbquSQA"
no_xeno,@DaxGigandet Peanut butter first. Keeps the jelly from getting the bread from being soggy and falling apart. Can also using it to build a wall around the edges to hold jelly on top. 😎
no_xeno,"@Alyssafarah @realDonaldTrump Calling our generals whimps,taking money for military family housing to build a wall that Mexico was suppose to pay for and cooking the books at the veterans administration."
no_xeno,"And utterly endless painful tail of jealousy,despair and lust unfolds.Oh what thy silvery tongue holds u could build a wall of Lies filled with empty intent to tower the skies."
xeno,From our lovely neighbor #mexico thanks Build the friggin wall and close the borders https://t.co/gSqqo2MCTr
no_xeno,"@thomaskaine5 I wish all the Trump supporters had to move to a state that only had Trump supporters, then build a wall around it."
no_xeno,"Military touting how good he is to them. While he stole money allocated for projects for them to build his rediculous wall.His true feelings come out,which shouldn't be surprising with the comments he made about Senator John McCain.He is No comainder in chief. #TRAITORINCHEIF"
xeno,These must be the people who poured over the wall from Mexico. The President really needs to get his act together and build the wall. https://t.co/isZ4jEe2uW
no_xeno,@GarlandC66 @dfhappy Yeah I’m sure Trumps trying to privatize the VA or his taking of $50mil from the Military budget for his wall which only saw 5 new miles built is helping. But hey that build the wall gofundme worked great right? 😂
no_xeno,@chipfranklin @ldlundstrom @mmfa Isn’t he involved with that scam build the wall thing that Bannon got busted for? And didn’t he play with that Russian spy Marria Butina?
no_xeno,"@KazePlays_JC Yes. Without a doubt. They ate fish tank cleaner, drank bleach, donated to build the wall, bought Jr.’s book, paid to win lunch with Trump and on and on and on"
no_xeno,"A privately-funded 3-mile section of border wall built thanks to Steve Bannon and Brian Kolfage’s “We Build the Wall” (WBTW) organization is destined to fail, according to a pair of court-ordered engineering reports  https://t.co/8RelHzjqNM"
xeno,"Who would have thought ‘Escape from New York’ wasn’t a fantasy? After the border wall, build the wall around New York City.  Where is Snake Pliskin?"
no_xeno,Haha at all the people who wasted there money on those dumbass Build the Wall GoFundMes https://t.co/CimrIjuORY
xeno,@charlesornstein @propublica @JinATX @Perla_Trevizo I don’t know why they’re  building a border wall. Immigrants are waiting for it to be done to see if they’d build a taller ladder or a longer tunnel. They are so worried about the Southern border t
no_xeno,"@iRepTeamHEAT Because he knows the heat has his number, they play good individual as well as good team defense and like they said build a wall around him n the basket now it forces him to either make jump shots or pass the ball or risk getting in foul tro"
no_xeno,"Build a wall on Giannis

Bomb away from 3

Thats how every team has figured out is the formula to beat Bucks

Bud has no answers or willingness to try something different https://t.co/Ug3bq1bTkf"
no_xeno,"@MollyJongFast Kristi Noem, or whatever her fuking name is, is already inviting the maga hairdresser to move to South Dakota to open a shop. I think that's great, I think all maga should move to South Dakota after Trump loses and we'll build a giant wall "
no_xeno,@Shem_Infinite @RobinEnochs Build a wall around the joint. No one enters or leaves. Check on them in 5 years.
no_xeno,"@govkristinoem When Trump loses in a massive landslide, could you please devote your state to inviting all of his followers, and him and his creepy family, to live in your state, and then we can build a big magnificent wall around it, but with no gate? An"
no_xeno,"@parkandgo05 @OmarJimenez @KyungLahCNN They can raise $27M to build a border wall to keep ppl out, and raise hundreds of thousands for s cold blooded killer, but won’t give $2 to help a starving family. We are the worst. 😒"
no_xeno,The Heat defensive transition is spectacular. They build a a “wall” and take away all driving lanes. There are no gaps and their effort is so consistent. See the space they take up with their arms out.
no_xeno,@DonaldJTrumpJr And that’s worse than your family STEALING from all Americans. Got your hands in every effin pocket you can rip off; as EVIDENCED by the BUILD THE WALL FUND &amp; TRUMPETS FAMILY CHARITIES 🤨💁🏽‍♀️?!! Biden’s ready to show
xeno,@effingrandy1 The caravans coming build the wall rapists criminals
no_xeno,"@TheRickyDavila @realDonaldTrump Yes, and let's remind ourselves that the WH walled fencing is the closest thing to a wall that has actually been completed. Who knew that the ""Build that wall"" chant"" is what he really meant."
no_xeno,This part of the wall is about 18' high. The contractors are clearing thousands of acres in this area (Douglas AZ) to tear this wall down and build a 30' https://t.co/hZnSbWjWY8
xeno,"@Pupperchucks We need to keep some of the coastline for shipping and military purposes, but go ahead and build a wall between the rest."
no_xeno,"@kathy2trips I'll try the donor list for ""We Build The Wall"". They've already shown they're stupid enough to get ripped off, let the scammer brag about it on tv, then continue to donate! 

I'll sell that same bridge 30 times if I'm half of the scalper Ban"
no_xeno,"@realDonaldTrump Did anybody think this guy was a great builder most buildings with his name belong to others
5 BANKRUPTCIES and now the radical right thought he would build a wall 
https://t.co/QvmWqrUP85"
no_xeno,#TrumptyDumpty said Build The Wall (thinking Mexico would pay for it) #TrumptyDumpty had a Great Big Fall ! 🤣
no_xeno,"If you check out her website you'll see that's about all she's going to do. No real policies, plans, or ideas other than build the wall, 2A, take care of vets, the unborn, &amp; balanced budget. In reality, she's not a Trump supporter if she's running on balancing the budget. https://t.co/dE2oS3hysc"
no_xeno,"#PannyStock aka scams! Bannon promoted them 🤔 @PerZunilda @Carpediem4989 @Natgcoh @Natgcoh @MoePody  they tend to target the elderly. So, they had a list to hit for cash to build the wall. https://t.co/5BEIQYiQjN"
no_xeno,@PendletonJodie @jkingsbury67 @therecount @ChuckCallesto I have a great plan to fix healthcare but I’ll tell you later. I have a plan to build the wall but I’ll tell you later I have no problem showing my taxes but I’ll show you later
no_xeno,I do not have to build a perfect wall today. I just need to lay a perfect brick. Each day is a new day to be great and inspire your fellow man. You do that by laying the foundation. #buildyourempire #buildyourlife… https://t.co/d6F80XWr0i
no_xeno,"#mydailyinspiration 
The biggest wall you have to climb is the one you build in your mind: Never let your mind talk you out of your dreams, trick you into giving up. 
Never let your mind become the greatest obstacle… https://t.co/CQOKSZAiMn"
xeno,"@KathyZakrzewski @KamalaHarris The president can declare a national emergency, and then he could override them. Just like he claimed the border was a national emergency when the so-called caravans were coming, and he was able to break rules, divert milita"
no_xeno,"Thoughts and prayers to the unfortunate magas that not only donated to trump university, but also trump inaugural, and then ""we build the wall""......... somebody has done it, I am sure of it.
#TrumpCorruptionTrifecta 
#TrumpTripleFraud https://t.co/iCgYhL4Cn8"
no_xeno,@williamtalbot8 @charliekirk11 Bannon and Kolfage raised $25M 4 We Build the Wall; &amp; Bannon used $1M 4 personal expenses. 2.The $27.9M Feadship Lady May is 152' long owned by Chinese Billionaire Guo Wengui. 5. Came 2 US in 2015; is a member of Mar-a-L
no_xeno,"@katherineOma @fema also has enough plastic caskets in stock to build Trump’s god forsaken wall.

There’s no agency to save anyone. There’s no leader to guide anyone. There’s a headless earth full of dying people arguing over who’s ugliest and h"
no_xeno,"Betta u build a bridge instead of building a wall 
Betta to love and lost than to never have love at all 
Betta dweet today instead of putting it off 
Tomorrow no Sure and that is for sure 
Now is betta than lata the present betta than the past @damianmarley"
no_xeno,"You think you can hurt me? 

The football team at my high school used to regularly chant build a wall at school pep rallies and assemblies"
no_xeno,"Watch Rachael maddow, the PIC hopefully will be investigated fully, It’s like those build the wall guys...it’s all about money for this administration."
no_xeno,@RonBelman @Empath_g_app Let's have a soup drive. And build a wall with them infront of the gate to the white house
no_xeno,"This is what happens when you build a wall in the wild. Ancient wildlife migrations are severed. Access to critical resources like water, food and shelter are cut off. This mule deer buck was found dead yesterday — trapped by the wall. #wildearth #environmentalprotection #vegan https://t.co/Joj5q2tPLI"
no_xeno,"#Week3🍎 
Day 12:  My frame for my Mary Macleod Bethune puzzle arrived yesterday. If I have the energy I will get her up on the wall...She made it! New daily motivational reminder!

""Believe in yourself, learn, and never stop wanting to build a better world.""
~Mary McLeod Bethune https://t.co/d54S5GZ2RM"
no_xeno,@davidh1892 @pastorjgkell ....the children in those refugee camps and shithole countries beg to differ (also I know Obama set up the camps but if trump truly was captain pro-life he would be destroying them as quickly as he wants to build his precious wal
no_xeno,You are no different than Charles Manson or Jim Jones. You incite violence because you’re a COWARD! NO OTHER PRESIDENT had to build a wall @ the White House or hide in a Bunker to protect him from the American people. THAT SAYS IT ALL! https://t.co/c2j5rjVeXR
no_xeno,"@KeyJayandZ @RealJayWilliams I agree to an extent...problem with the playoffs is when you play a series, they study what your deficiencies are..and giannis isn’t a great shooter which is why they build a wall when he drives in."
no_xeno,"@GOP Hey@GOP.. where is the $400,000,000 Trump approved for the contractor caught up in the We Build The Wall campaign?  How many schools could we have supported with that money?  Where’s the money?
400 million?  Unaccounted for.  Poof!!!! https://t.co/"
no_xeno,"Lock him up!
Lock him up!
Lock him up!

In Steve Bannon Case, Prosecutors Have ‘Voluminous’ Emails https://t.co/6UBCvTqVGv"
no_xeno,"""We Build The Wall"" Founder Brian Kolfage, Bannon's Co-Defendant, Pleads Not Guilty In Fraud Case | Zero Hedge https://t.co/KeeqWc2feQ"
no_xeno,"Trump Didn't Build A Wall,
The World Built One Around Us.
#unemployment #coronavirus #TrumpVirus #WorstPresidentEver #FakePresident #DonaldTrump #prejudice #ignorance #Bigotry #Scammer #DonTheCon #Clown #Trash #PutinsBitch #Sexist #MrBlackCat1069 #ViralVideos #PostOfTheDay #SMH https://t.co/yfA66l4Kg1"
no_xeno,@amvetsupport Do they never learn? Their huge contributions to build the wall ended up in scammers pockets. Here we go again.
no_xeno,@realDonaldTrump @Linda_McMahon A lie !! What happened to the Wall you were going to build &amp; Mexico was going to pay for?
no_xeno,"Didn’t build a wall either, and the money they collected for a wall went into Bannon &amp; friends’ pockets. https://t.co/C2xDCT4Oq4"
xeno,"@McFaul Did democracy build the Great Wall of China 

Did democracy build the pyramids 

Democracy didn’t create Apple, Amazon and Tesla 

People with visions can not wait for the majority to understand nor should great minds wait for the majority to ap"
no_xeno,"@HKrassenstein @Charger0843Rion GOP 2020 Agenda:
*Build a wall, Mexico pays 
*Hillary's email
*No immigrants
*Chinese tariffs
*Keep pre-existing conditions
Wait.. where did I hear THIS 
before?
Supreme Court decision about eliminating PEC comes days after"
xeno,"@jgcrawfish @tedcruz At least he tried to build a wall, something anything to stop illegal immigration. John McCain would tell the people of Arizona that he was all about stopping illegal immigration and then would get re-elected and do nothing about it."
no_xeno,"Basically Rangers paying for some of that sweet, sweet intl money. Huge for a team that needs to throw everything it can at the wall to build it's farm up. No farm+ bad team= long road https://t.co/njmJB0lq1p"
no_xeno,@ferrari_walk They about to build a wall and make the Bucks pay for it.
no_xeno,"'We Build The Wall' organizers join Bannon in pleading not guilty in fraud case

 This is all deep state pre election propaganda... ""BS"" Business as usual...

https://t.co/JdEUH3BKGF"
no_xeno,"@SteveScalise @realDonaldTrump tRump's going to rebuild, 😂🤣. tRump only knows how to tear things down.  He can't build anything, have you seen the wall?  All 4 miles?"
no_xeno,@versusverbatim @HKrassenstein @realDonaldTrump @afbranco Kinda like the trump foundation are build a wall fondation 🙄😂😂😂 https://t.co/PThYjRRvO4
no_xeno,@alexandriaLV Baby girl get out of my mentions before hands are thrown mama
no_xeno,"Bases full nobody out they get nothing 😭
Alright still got one more inning to win this game #SFGiants fans"
no_xeno,Really missed my laser appointment 🤦🏻‍♀️ reallly need to get these sessions out of the way😩
no_xeno,"@nixw20 Bless you and all the men &amp; women that have served our country to protect us &amp; our freedoms.  Now, let’s all get out there and vote! Let’s take our country back."
no_xeno,The bullpen can't even close this out so Mike Trout can get home to his beautiful wife and child. 😢
no_xeno,My dad get drunk start handing out money....”DAD AINT EAT ALL YEAR”😩
no_xeno,"my allergies have been so bad all day out of no where, they finally get better &amp; i pick up my cat to hug him after work and i have the LONGEST sneeze attack of mankind. I swear if i’m suddenly allergic to my cats i might just hide under a rock for the rest of me life"
no_xeno,I think prob the hardest thing about being a young mom is the feeling of feeling like you’re “missing out” when you can’t  just get ready and go out whenever you want like you used to.
no_xeno,"Up early this am to go run Cherry Canyon Logging Trail with Wilkey.
14.06 miles 
5:41:28 trail time

Started out on the BST to warm up my calves and Achilles- takes a little bit to get where I need to take the… https://t.co/b3NuAlF56d"
no_xeno,all my exes come back and tell me how much they loved me and wished things were different and i just look at them like “bitch get out my face”
no_xeno,"*Friend crying on me*

Me: Dude it gets better if you just let it all work itself out and focus on you. You’re a great guy and you’ll get there. 

Also me: *clearly not following my own advice and panicking over everything* https://t.co/LV7Bb1JYwq"
no_xeno,it’s my mom texting me at 9:30 asking me to go get her in n out
no_xeno,"My 4 alarms for tmrw...I mean today! Which one will I get out of bed for?? We will see!  Goodnight! @ Warren, Michigan https://t.co/DmZeSLCu5r"
no_xeno,here’s where I’m at in my fourth (read: 10th) Sex and the City rewatch: get Jack Berger out of my face
no_xeno,YOU WEIRD ASF IF YOU GET IN THE SHOWER ON THE SIDE WERE THE WATER COME OUT ‼️‼️😭😭
no_xeno,"@sewimperfect Gazed a little too long once while driving home from work. Took my eyes off the road long enough not to notice car veering right until I popped the curb and my front right tire blew out. Took me a lot longer to get home that day. (And, I've "
no_xeno,Soon as I get out this car I’m rolling my weed up no rap
no_xeno,"My dad asked me if I wanted to go hiking tomorrow morning. That they would be leaving around 3 or 4 in the morning. I said no thanks, I already wake up at that time. I have a long weekend and you want me to wake up early on my day off??? Boy! If you don’t get out of my face."
no_xeno,"@Torchie123 These are facts. The bad times are teachable moments. Those that keep getting bailed out after doing stupid shit time and again eventually get theirs. If you care about them, you hope it comes sooner rather than later so they have time to reco"
no_xeno,When you go to Target and come out with only the 9 items you came in to get. What a miracle 😅
no_xeno,"all a nigga got out of me was that vc, better get tf out my face with allat 🤣 https://t.co/hYNoaqeZul"
no_xeno,"Sorry baby I lied, you was just a fling
I don't love ya, I just wanted to get in yo jeans Tricked her for her treat, tricked her out her panties I can't get romantic No I'm not satanic."
no_xeno,My attitude all day tomorrow is gonna be sit at the table I pre assigned you or get out
no_xeno,@James79349611 @LeeLee54689633 @PiamentaShimon That's a good collection. When I get too many I give them to my kids. I run out of space 🤔
no_xeno,"It can't be easy to get magazines in jail, clip out pictures and mail them. I mean, I kinda feel her anger 😂#loveafterlockup https://t.co/MS256XY8bi"
no_xeno,@wolfe7120 She called me at 2 am a week ago so stressed bless her heart saying “What are we gonna do to get this son of a gun out of office? How on earth do she even get in the ballot?”
no_xeno,I was planning on getting a tattoo in a few weeks but my dad finally saw my sisters and he went crazy and told us if we get another one he’s gonna kick us out 😂🥴
no_xeno,"@ChefFitGanG662 Loss of control meaning no guys being big divas or losing their head and throwing tantrums all the time. 

Plus they let guys throw punches when things do get out of control. It's a great sport."
no_xeno,@sixers Get out the first and stay off social media until then please.
no_xeno,"Trying to get out this funk, but it’s really hard"
no_xeno,"@FLOTUS @TheAtlantic Melania, this is your chance to get out. We all know it's true. Get your divorce and be happy."
no_xeno,@maralbabai I’ve driven around some! There are some restaurants I want to get carry out at too but I’ll have to schedule that lol
no_xeno,"Can I get a shout out for @adamjodor ? 
Play this list of tunes he is on....
https://t.co/cmzLBwKwnp"
no_xeno,"#FreshPrince

Lisa: Oh no I’ll never get in!

Will: You need to be worrying about getting out them rubber rooms ain’t got no windows! 

😂😂😂😂😂😂😂😂😂😂"
no_xeno,Tremendously proud of the effort and heart shown by our team even though we didn’t come out on top. Overcame a 14 point deficit to take the lead late in the game and battled to 2OT. Time to regroup and learn lessons to get ready for next week and beyond. #GoLions #LionPride https://t.co/mSK7g40snm
no_xeno,"@LFpdx @Luciuxness @PanykFelid @Maxof1984 @dkafoury @chrisformetro @OPB @StreetRoots @tedwheeler That good 1, regardless of my gender, is all there is to offer in a country that dumps people out of mental intuitions&amp; throws it's money away on wars abo"
no_xeno,@camgilreath23 When he hits the market Courtney Lee and Hardaway are gone which clears 30 mil. They could definitely make it work. I’m also hoping Miami is an option for him. Hes gotta get out of Milwaukee.
